patent_number,patent_date,patent_num_combined_citations,patent_kind,patent_abstract,patent_id
9525643,2016-12-20,31,B2,"The present invention extends to methods, systems, and computer program products for using templates to configure cloud resources. Embodiments of the invention include encapsulating cloud configuration information in an importable/exportable node template. Node templates can also be used to bind groups of nodes to different cloud subscriptions and cloud service accounts. Accordingly, managing the configuration of cloud based resources can be facilitated through an interface at a (e.g., high performance) computing component. Templates can also specify a schedule for starting/stopping instance running within a resource cloud.",9525643
9537650,2017-01-03,25,B2,"A digital escrow pattern for data services can include selective access for obscured data at a remote site or in a cloud service, distributing trust across multiple entities to avoid a single point of data compromise. Based on the pattern, a “trustworthy envelope” for any kind of payload enables curtained access through a variety of decorations or seals placed on the envelope that allow for a gamut of trust ranging with guarantees such as, but not limited to, confidentiality, privacy, anonymity, tamper detection, integrity, etc. Verifiable trust is provided through families of techniques that are referred to as wrapper composition. Multiple concentric and/or lateral transform wrappers or layers can wholly or partially transform data, metadata or both to mathematical transform (e.g., encrypt, distribute across storage, obscure) or otherwise introduce lack of visibility to some or all of the data, metadata or both.",9537650
9537889,2017-01-03,17,B2,"Embodiments control submission of crowdsourced data from a computing device to a cloud service. The cloud service receives a packet from the computing device having collected data and a single-use data tag associated therewith. The single-use data tag represents one of a threshold quantity of single-use data tags issued to the computing device. The cloud service validates the single-use data tag in the received packet by, for example, searching for the single-use data tag in a tag store maintained by the cloud service. The collected data from the received packet is stored by the cloud service based on the validation. After validation, the tag store is updated to prevent re-use of the single-use data tag. In some embodiments, the cloud service is a location service receiving crowdsourced beacon fingerprint data from a plurality of mobile computing devices.",9537889
9537973,2017-01-03,70,B2,"CND load balancing in the cloud. Server resources are allocated at an edge data center of a content delivery network to properties that are being serviced by edge data center. Based on near real-time data, properties are sorted by trending traffic at the edge data center. Server resources are allocated for at least one property of the sorted properties at the edge data center. The server resources are allocated based on rules developed from long-term trends. The resource allocation includes calculating server needs for the property in a partition at the edge data center, and allocating the server needs for the property to available servers in the partition.",9537973
9552473,2017-01-24,67,B2,"A method of storing data from a whiteboard application executed on a computing system including an interactive display device is provided. The method comprises storing, in a memory of the computing system, whiteboard data input to the whiteboard application in response to user interaction with the interactive display device, displaying a login selector on the interactive display device, upon detecting actuation of the login selector, identifying the user based on credentials of the user; and in response to identifying the user, (i) retrieving previews of stored whiteboard files from a user account in a cloud-based storage system corresponding to the identity of the user, (ii) displaying the previews on the interactive display device, and (iii) uploading the whiteboard data as a whiteboard file from the memory of the computing system to the user account.",9552473
9554323,2017-01-24,16,B2,Embodiments produce a set of instructions for connecting to a network through a network access point based on data crowdsourced from mobile computing devices. The crowdsourced data describes interactions between the mobile computing devices and the network access point when establishing a connection to the network. A cloud service analyzes the crowdsourced data to identify a set of instructions for association with the network access point. The mobile computing devices replay the set of instructions when subsequently attempting to connect to the network access point.,9554323
9558093,2017-01-31,18,B2,Visual tools are provided for failure analysis in distributed systems. Errors from synthetic measurements and usage data associated with a cloud based service are aggregated by a management application. The errors are processed to create a distribution that segments the errors based on components of the cloud based service. A failed component that generates a subset of the errors associated with a failure is highlighted. The failed component is one of the components of the cloud based service. The distribution is provided in a visualization to identify the failure by emphasizing the failed component with a failure information in proximity to the failed component.,9558093
9560037,2017-01-31,20,B2,User interface integration across multiple clouds is achieved by hosting UI extensions for different services in the same browser window. The UI extensions are initialized by a shell with any necessary security context for the corresponding cloud. The shell provides versioning so that the newest version of the UI is presented to users for all versions of a service. A connector in a local cloud provides translation between APIs across different clouds.,9560037
9560121,2017-01-31,14,B2,"A method of provisioning a Web hosting resource includes providing a cloud service. A request for a Web hosting resource is received by the cloud service, wherein the request is provided by a client. The cloud service identifies a Web host based on the received request for a Web hosting resource. The cloud service sends a request to the Web host to provision a first Web hosting resource for use by the client.",9560121
9560166,2017-01-31,31,B2,"Provisioning a cloud based high performance computing cluster. The method includes from a cloud based provisioning service deployed in a cloud based computing provider, providing a user interface. The method further includes receiving user input at the cloud based provisioning service from the user interface. The method further includes from the user input, determining a configuration for a cloud based user service for the user. Using the cloud based provisioning service, the method further includes provisioning the cloud based user service for the user, in the cloud, based on the determined configuration.",9560166
9565250,2017-02-07,13,B2,"In various embodiments, methods and systems for transferring data using a storage medium are provided. A storage medium may be shipped by a customer to a datacenter such that the data on the storage medium is copied to a storage associated with the datacenter or data in the storage is copied to the storage medium. The datacenter may support a cloud computing infrastructure that provides a storage account to the customer that is associated with the data copied from or copied to the storage medium. The storage medium further corresponds to a data transfer manifest that includes at least in part data mapping between storage service infrastructure and data in the storage medium. It is contemplated that embodiments of the present invention may further be implemented with data transfer service components that support a client component, storage service component, and a data transfer management component.",9565250
9569259,2017-02-14,37,B2,"Tools and techniques for migrating applications to compute clouds are described herein. A tool may be used to migrate any arbitrary application to a specific implementation of a compute cloud. The tool may use a library of migration rules, apply the rules to a selected application, and in the process generate migration output. The migration output may be advisory information, revised code, patches, or the like. There may be different sets of rules for different cloud compute platforms, allowing the application to be migrated to different clouds. The rules may describe a wide range of application features and corresponding corrective actions for migrating the application. Rules may specify semantic behavior of the application, code or calls, storage, database instances, interactions with databases, operating systems hosting the application, and others.",9569259
9582673,2017-02-28,44,B2,"A data model in which a set provides an abstraction that isolates the computation of membership from the details of how an enforcement point determines access (e.g., based on claims, based on security group membership etc). Set operations (e.g., intersection, union, inverse) can then be used across the sets. The architecture utilizes workflow on set transitions such that when an object such as a user enters the scope of one of these sets, notification can occur, such that inadvertent changes which lead to separation-of-duties violations can be detected quickly. The sets can also be used to define entitlements for enforcement of claims-based access control in a cross-organization deployment (e.g., to a cloud-hosted application).",9582673
9584949,2017-02-28,94,B2,"A cloud based service architecture is used in providing Master Data Management (MDM) services to clients. The MDM cloud based architecture comprises a client architecture and a server architecture. The client architecture includes synchronization services that are used to interact with the MDM cloud based service. The server architecture comprises a public Application Programming Interface (API) and a portal for accessing different MDM functionality. For example, a client may access the server architecture to create/modify MDM workflows that are hosted by the cloud based service. The cloud based service architecture also provides access to different MDM services including MDM workflows, validation, transformation, and storage relating to master data. The cloud based architecture may be used to publish master data and/or subscribe to master data.",9584949
9591095,2017-03-07,19,B2,"Application data prefetching embodiments are presented that prefetch and provide application data for use by an application operating on a mobile computing device during a period of disconnectivity from a communications network. In this way, an online experience can be achieved even during periods of network disconnectivity. In one implementation, application data is pushed to a mobile computing device by a cloud-based application data prefetching service. In another implementation, the mobile computing device takes on the tasks of prefetching the application data and providing it to the application.",9591095
9594885,2017-03-14,7,B2,"In various embodiments, methods and systems for license-messaging using cloud public-messaging infrastructures are provided. A cloud public-messaging infrastructure supports license message communication between applications. The cloud public-messaging infrastructure may implement license-messaging that circumvents network control units that control communication to the network components. A license-messaging channel is initialized with an on-premise relay service using the cloud public-messaging infrastructure. A cloud-based relay service listens for a license request from the cloud-based application. The license request is pushed using the cloud public-messaging infrastructure such that the license request is pulled through the license-messaging channel via the on-premise relay service to the on-premise license server. A response to the license request is received at the cloud-based relay service, via the on-premise relay service using the license messaging channel, and forwarded to the cloud-based application.",9594885
9595054,2017-03-14,166,B2,"A system for managing allocation of resources based on service level agreements between application owners and cloud operators. Under some service level agreements, the cloud operator may have responsibility for managing allocation of resources to the software application and may manage the allocation such that the software application executes within an agreed performance level. Operating a cloud computing platform according to such a service level agreement may alleviate for the application owners the complexities of managing allocation of resources and may provide greater flexibility to cloud operators in managing their cloud computing platforms.",9595054
9596127,2017-03-14,17,B2,"A scalable data feed system is disclosed. The data feed system may be offered as a cloud service that can serve many enterprises or tenants that require data to be pulled from information sources such as FTP, POP3, databases, line of business systems, a topic subscription, or an RSS feed, and pushed the data to information sinks, such as SMTP, email, FTP, mobile phones, and other devices and services. A pull agent pumps data from pull sources and pushes the data out to push agent counterparts. The push agent transforms and sends the data in messages to push sink, such as FTP, SMTP, or a mobile device. Both the pull agent and the push agent services are implemented as replicated services over a structured overlay network for high availability that can serve multiple requests to pump out data from multiple pull sources and push the data to multiple information sinks.",9596127
9596267,2017-03-14,7,B2,"A method includes acts for establishing a subscription for an entity. The method includes receiving, at a cloud service provider, a request from an entity to establish a subscription. The request includes credentials for the entity that are not proper credentials for an organization associated with the entity that the entity should use to access services for the organization. The method further includes performing a corrective action based on detecting one or more factors to determine that the entity is associated with the organization. The method further includes providing services based on the corrective action.",9596267
9600365,2017-03-21,47,B2,"In some examples, an erasure code can be implemented to provide for fault-tolerant storage of data. Maximally recoverable cloud codes, resilient cloud codes, and robust product codes are examples of different erasure codes that can be implemented to encode and store data. Implementing different erasure codes and different parameters within each erasure code can involve trade-offs between reliability, redundancy, and locality. In some examples, an erasure code can specify placement of the encoded data on machines that are organized into racks.",9600365
9609047,2017-03-28,18,B2,"A first node comprises a web server with a network interface configured to connect the web server to a plurality of second nodes of a cloud infrastructure. The first node has physical storage, connected to the web server, the physical storage comprising at least a master database of a multi-master database system of the cloud computing infrastructure, the master database configured to store atomic code units and data redundantly as part of the multi-master database system, the atomic code units defining the dynamic web application. The web server receives requests comprising input data and identifiers of individual ones of the atomic code units, at least some of the requests originating from client devices using the dynamic web application. The web server executes, in response to requests, individual ones of the atomic code units in dependence on state of the master database, such that the dynamic web application is executed.",9609047
9633068,2017-04-25,37,B2,"Aspects of the subject matter described herein relate to synchronizing data. In aspects, properties are synchronized from an organization property store to a cloud property store and/or vice versa. The list of properties to synchronize may change based on the cloud services to which the organization subscribes, changes to the cloud services, or for other reasons. Furthermore, the list of properties to synchronize may be limited to certain objects of the organization which may also change over time.",9633068
9634956,2017-04-25,10,B2,"An application combines on-site and cloud-based calculations. The application selects a cloud computing broker from a list sorted by load. The broker receives computation requests from the application, sends corresponding load-balanced requests to local application service hosts and cloud proxies, receives responses, and sends the responses to the application without identifying the response source as local versus non-local. Each proxy has a logical-physical mapping of cloud-resident worker nodes. A scheduler receives session requests from applications, allocates local and cloud computing resources to a session, and tracks resource usage by session. An application previously run only on-premises can be executed partially on cloud worker nodes without modification. The proxy re-routes unfulfilled requests from a failed worker, undetected by the broker. If all workers assigned to that proxy fail, then the broker reassigns unfulfilled requests to another proxy, undetected by the application.",9634956
9639678,2017-05-02,34,B2,"Embodiments are directed to providing an identity risk score as part of an authentication assertion, applying operating heuristics to determine an operating application's validity and to providing identity risk scores to requesting third parties. In one scenario, an authentication server receives from a cloud service portal various user credentials from a user. The user credentials identify a user to the authentication server. The authentication server verifies the user's identity using the received credentials and generates an identity risk score based on one or more identity factors. The identity factors indicate a likelihood that the user is a valid user. The authentication server encapsulates the generated identity risk score in an authentication assertion and sends the authentication assertion that includes the generated identity risk score to the cloud service portal.",9639678
9641394,2017-05-02,60,B2,"Methods, systems, and computer-readable media for automatically configuring an inventory of hardware to interact seamlessly with a cloud-computing fabric of a data center are provided. Initially, hardware devices within the hardware inventory are located by sending and receiving communications to network devices via serial-based connections and network-based connections, respectively. Information collected during hardware-device location is cross-referenced against a template file for purposes of validation. This information is also employed to generate an infrastructure state of the hardware inventory. The infrastructure state is shared with a controller of the fabric to integrate the hardware inventory therein. Upon integration, services and security measures are provisioned on the hardware inventory, which is designated as a fabric-computing cluster of the data center in order to extend reachability of the fabric, while distributed services are deployed and enabled on available portions of the hardware inventory, which are managed by the fabric controller.",9641394
9641580,2017-05-02,12,B2,"A low-latency cloud-scale computation environment includes a query language, optimization, scheduling, fault tolerance and fault recovery. An event model can be used to extend a declarative query language so that temporal analysis of event of an event stream can be performed. Extractors and outputters can be used to define and implement functions that extend the capabilities of the event-based query language. A script written in the extended query language can be translated into an optimal parallel continuous execution plan. Execution of the plan can be orchestrated by a streaming job manager which schedules vertices on available computing machines. The streaming job manager can monitor overall job execution. Fault tolerance can be provided by tracking execution progress and data dependencies in each vertex. In the event of a failure, another instance of the failed vertex can be scheduled. An optimal recovery point can be determined based on checkpoints and data dependencies.",9641580
9641977,2017-05-02,35,B2,"Embodiments infer position information using captured content items. A computing device such as a mobile computing or a cloud service analyzes one or more content items to generate information describing the content items. For content items that include photographs, for example, the photographs are processed to identify faces, objects, places, text, etc. The generated information is compared to reference content items (e.g., image comparison), user data (e.g., calendar data, contact information, etc.), and/or public data (e.g., address information, event information, etc.) to identify at least one match. Location information associated with the matched reference content items, user data, and/or public data is obtained. A position is determined for the content items based on the location information obtained from the matched reference content item, user data, and/or public data. In some embodiments, the obtained location information is used to refine a position determined using a beacon-based positioning service.",9641977
9645629,2017-05-09,18,B2,"Energy consumption analytics of a cloud based service is provided. An application such as a power analytics application monitors power consumption data of a server of the cloud based service. The power consumption data of the server is captured in a data file, a data store, a temporary storage, etc. The power consumption data is analyzed to detect power consumption metrics for the server. The power consumption metrics are presented in a business intelligence data structure.",9645629
9645839,2017-05-09,18,B2,"A cloud computing environment may use a virtualization layer within a stateless cloud computing process to capture, store, and retrieve state information generated by a stateful application executing within the process. The virtualization layer may monitor various state storage systems to identify changes to stateful items and store the stateful items in a state storage mechanism. The virtualization layer may intercept and redirect calls to the stateful items stored in the state storage mechanism. A cloud computing manager may start and stop the stateless cloud computing process, and may recover the state and resume executing the application.",9645839
9646410,2017-05-09,32,B2,A three-dimensional (3D) scene is computationally reconstructed using a combination of plural modeling techniques. Point clouds representing an object in the 3D scene are generated by different modeled techniques and each point is encoded with a confidence value which reflects a degree of accuracy in describing the surface of the object in the 3D scene based on strengths and weaknesses of each modeling technique. The point clouds are merged in which a point for each location on the object is selected according to the modeling technique that provides the highest confidence.,9646410
9651944,2017-05-16,14,B2,"Unmanned aerial vehicle (UAV) piloting authorization implementations are presented that authorize a pilot to operate a UAV in regulated airspace. In general, a UAV authorization system is employed which incorporates a control authorization unit into a UAV controller device and a control instruction authentication unit into a UAV. The control authorization unit obtains a signed digital certificate associated with a UAV pilot, checks that it is signed by a trusted signatory, and then determines that it is currently valid using cloud or server based validation service. If the digital certificate is currently valid, the pilot is allowed to initiate control instructions via the UAV controller device. The signed digital certificate is attached to any control instructions initiated by the pilot before transmission to the UAV. The control instruction authentication unit goes through a similar procedure to authenticate any received control instruction before allowing the UAV to execute the instruction.",9651944
9660884,2017-05-23,88,B2,Technologies are described herein for providing a monitoring service in a cloud-based computing environment. A request is received from a user to subscribe to the monitoring service. The monitor workflow may correspond to the monitoring service. A first call to a finder application is executed over a communications network to retrieve data points according to the monitor workflow. A second call to an analyzer application is executed over the communications network to identify a relevant data point in the data points. A third call to a notifier application is executed over the communications network to notify the user of the relevant data point.,9660884
9667727,2017-05-30,57,B2,"An environment is described in which a cloud-implemented service system controls a plurality of target devices via a plurality of respective device-agnostic pipe mechanisms. The target devices themselves may represent “dumb” devices, e.g., lacking local control logic, or providing reduced reliance on local control logic. Users may interact with the service system via applications running on any type of user devices.",9667727
9672349,2017-06-06,11,B2,"A cloud service system may activate features or functionality based on agreement of at least two parties such as a system administrator and a compliance officer to mitigate compliance, security, or privacy impact on the service. The controllers may make the “enable feature” decision independently, but still have equal say in the outcome. In some examples, pre-established profiles may be provided to a controller such as a compliance officer to make decisions by selection on his/her behalf at a particular level of risk acceptance and/or to meet a particular regulatory standard/certification.",9672349
9674055,2017-06-06,16,B2,"Technologies are described herein for cloud monitoring federations that can include cloud monitoring services (CMS) that collect monitoring information from point of presence (POP) agents. The cloud monitoring POPs may be located in the cloud, on client machines, embedded within cloud applications, or wherever they can obtain visibility into managed entities associated with the cloud. Management systems, acting as cloud monitoring clients (CMC), may interface with the CMS to obtain a complete view of services and application used by their enterprise including those that operate outside of the enterprise premises as part of a cloud or outside network. The publishing by POPs and consumption by CMCs of management information across components within the enterprise and out in the cloud may be supported by managing roles, responsibilities, scopes, security boundaries, authenticity of information, service level agreements, and other aspects of cloud monitoring operations.",9674055
9680964,2017-06-13,60,B2,"An application executing in a virtual environment, such as a web browser, may be serviced by an application host, such as a webserver that maintains application resources or provides runtime services to the application. However, it may be difficult to configure the application to operate suitably when the application host is unavailable. Techniques for facilitating such operation include the storing of application resources in a computing environment (such as the local file system or a deployable mesh or cloud environment) while also initiating the application within the virtual environment in the context of the application host, which may reduce difficulties with isolation policies imposed by the virtual environment (e.g., cross-domain restrictions imposed by the web browser.) This configuration may promote the servicing of the application alongside other applications and data objects, e.g., the automated deployment and synchronization of the application among all devices comprising the user's mesh environment.",9680964
9692665,2017-06-27,18,B2,"A failure analysis of a cloud based service is provided using synthetic measurements of the cloud based service. The synthetic measurements associated with a customer experience is executed on the cloud based service to determine a health of the cloud based service. The synthetic measurements simulate the customer experience which includes a use scenario of a customer of the cloud based service. Failures associated with the health of the cloud based service are aggregated, where the failures are detected from the synthetic measurements. A distribution is generated from the failures. The distribution is presented to a stakeholder.",9692665
9699180,2017-07-04,17,B2,"Providing access to a cloud service includes a system receiving an application request to access a cloud service. In response, the system sends an identity provider (IP) a token request, comprising an application identifier (ID), an operating system (OS) cloud credential associated with login credentials of a user of an OS hosting the application, and a cloud service ID of the cloud service. Based on sending the token request, and on the IP authenticating the user and verifying the application ID is valid, the system receives a token from the IP. The token, which is signed with an IP signature, comprises the cloud service ID, the application ID, and a user assigned ID associated with the cloud service. The system provides the token to the application for submission to a cloud service provider for access, and obtains cloud service access based on the cloud service provider validating the IP signature.",9699180
9705796,2017-07-11,18,B2,"A system that includes multiple hosts, each running a plurality of virtual machines. The system may be, for example, a cloud computing environment in which there are services and a service coordination system that communicates with the hosts and with the services. The services include a middleware management service that is configured to maintain per-tenant middleware policy for each of multiple tenants. The middleware management service causes the middleware policy to be applied to network traffic by directing network traffic to a middleware enforcement mechanism. This middleware policy is per-tenant in that it depends on an identity of a tenant.",9705796
9716717,2017-07-25,14,B2,"The subject disclosure is directed towards securely synchronizing passwords that are changed at a source location (e.g., an on-premises directory service) to a target location (e.g., a cloud directory service), so that the same credentials may be used to log into the source or target location, yet without necessarily having each domain controller handle the synchronization. The plaintext password is not revealed, instead using hash values computed therefrom to represent the password-related data. The target may receive a secondary hash of a primary hash, and thereby only receive and store a password blob. Authentication is accomplished by using the same hashing algorithms at the target service to compute a blob and compare against the synchronized blob. Also described are crypto agility and/or changing hashing algorithms without requiring a user password change.",9716717
9720809,2017-08-01,18,B2,"Debugging capabilities for software running in a cloud-computing environment are disclosed. Embodiments enable developers to debug any process running on a virtual machine hosted in a remote data center, virtual network, or cloud services environment over the Internet through a secured connection without manually installing and configuring a remote debugging monitor. A debugger module is dynamically installed and configured on a remote machine over the Internet through an extension model. In another embodiment, a debugger module is dynamically installed and configured on a remote machine over the Internet through a remote scripting approach. A secure connection is automatically established between debugger application components and debugging components on the remote machine.",9720809
9722945,2017-08-01,43,B2,"Embodiments are directed to preventing flapping when auto-scaling cloud resources. In one scenario, a computer system accesses information specifying a target operational metric that is to be maintained on a plurality of cloud resources. The computer system determines a current measured value for the target operational metric for at least some of the cloud resources. The computer system further calculates a scaling factor based on the target operational metric and the current measured value, where the scaling factor represents an amount of variance between the target operational metric and the current measured value. The computer system also calculates a delta value representing a modified quantity of cloud resources modified by the calculated scaling factor and determines whether a scaling action is to occur based on the calculated delta value.",9722945
9727445,2017-08-08,36,B2,"A web application intended to be called by a cloud service is debugged locally in a developer's machine. A debugging session is configured to initiate execution of the web application in its intended cloud context by utilizing a reverse proxy mechanism to forward network traffic from a calling cloud service to the developer's machine. In a first embodiment, an integrated development environment (IDE) is able to establish a connection with the reverse proxy mechanism during the debugging session. In a second embodiment, a separate process is used to establish the connection with the reverse proxy mechanism where the separate process is outside of the IDE.",9727445
9730037,2017-08-08,16,B2,"A method for managing data communication of a mobile device in a mobile network is provided. The method may include receiving a request, at a cloud proxy, to retrieve Internet data from the Internet. The request may originate from an application, and the Internet data may have a plurality unique objects. The method may also include aggregating the Internet data and two or more of the unique objects from the Internet. Furthermore, the method may include forwarding the Internet data and the two or more unique objects to the mobile device in one transmission.",9730037
9733953,2017-08-15,38,B2,"Systems, methods and computer program products for facilitating the execution of application programs on computing devices with limited-capability operating systems by dynamically redirecting certain API calls are disclosed. Such systems, methods and computer program products provide one or more API intercept layers and a rules engine that facilitates the ability to make dynamic decisions on how to handle specific API calls. The redirection may be initiated for any number of reasons/factors/characteristics related to the computing device that render the operating system to be considered “limited capability,” such as, for example, lack of local API implementation, power level, location, central processor unit usage, and any other pattern which determines that redirecting an API call to another entity is more efficient. Such entity may be a hardware component, a partitioned or virtualized operating system image, a network-based image or a cloud-based service.",9733953
9740469,2017-08-22,34,B2,"Techniques are described herein that are capable of dynamically installing plugin(s) for application(s). An agent plugin is caused to run in a deployment of a specified application (e.g., across multiple machines in a cloud environment or “on premises”). The specified application is packaged to include the agent plugin. The agent plugin is used to install designated plugin(s) dynamically based on configuration information regarding the specified application. The configuration information indicates that the designated plugin(s) are to be installed in response to the specified application being deployed.",9740469
9749208,2017-08-29,28,B2,"In various embodiments, methods and systems for integrated resource allocation and loading balancing are provided. A global resource allocator receives usage information of resources in a cloud computing system. The usage information is associated with a plurality of accounts and consumer operations pairs on servers of the cloud computing system. For selected account and consumer operation pairs associated with a particular resource, allocation targets are determined and communicated to the corresponding server of the selected account and consumer operation pairs. The servers use the resource based on the allocation targets. A load balancer receives the usage information the resource and the allocation targets. The allocation targets indicate a load by the selected account and consumer operation pairs on their corresponding servers. The load balancer performs a load balancing operation to locate a server with a capacity to process the allocated target of the selected account and consumer operation pairs.",9749208
9767598,2017-09-19,97,B2,"A “Point Cloud Smoother” provides various techniques for refining a 3D point cloud or other 3D input model to generate a smoothed and denoised 3D output model. Smoothing and denoising is achieved, in part, by robustly fitting planes to a neighborhood of points around each point of the input model and using those planes to estimate new points and corresponding normals of the 3D output model. These techniques are useful for a number of purposes, including, but not limited to, free viewpoint video (FVV), which, when combined with the smoothing techniques enabled by the Point Cloud Smoother, allows 3D data of videos or images to be denoised and then rendered and viewed from any desired viewpoint that is supported by the input data.",9767598
9769170,2017-09-19,16,B2,"The subject disclosure is directed towards securely synchronizing passwords that are changed at a source location (e.g., an on-premises directory service) to a target location (e.g., a cloud directory service), so that the same credentials may be used to log into the source or target location, yet without necessarily having each domain controller handle the synchronization. The plaintext password is not revealed, instead using hash values computed therefrom to represent the password-related data. The target may receive a secondary hash of a primary hash, and thereby only receive and store a password blob. Authentication is accomplished by using the same hashing algorithms at the target service to compute a blob and compare against the synchronized blob. Also described are crypto agility and/or changing hashing algorithms without requiring a user password change.",9769170
9774500,2017-09-26,12,B2,Personalization data such as settings and/or state is migrated across devices including mobile phones. Device personalizations are pushed to a cloud service or other mechanism for backup and subsequent transmission to other devices. The personalization data can later be employed to configure one or more other devices in the same manner as a first device.,9774500
9781205,2017-10-03,57,B2,"Methods, systems, and computer-readable media for selecting and managing a public cloud-computing network to host a client's account information are provided. Initially, the client issues a request to a coordination engine, which understands rules language of various public clouds, to update the account information residing on a target cloud. The target cloud was previously selected from the various public clouds as a function of desirable criteria specified by the client in light of properties (e.g., pricing, security, and reliability) dynamically abstracted from the public clouds. When addressing the request, the coordination engine extracts command(s) from the request and automatically translates the command(s) consistent with the rules language of the target cloud. Upon delivery to the target cloud, the translated command(s) affect reading of or writing to the account information. Accordingly, the client is absolved from converting instructions into a format that is expected by the target cloud.",9781205
9792156,2017-10-17,6,B2,"A hybrid configuration engine and associated method for reducing the complexity and burden of configuring rich coexistence between an on-premise solution and a cloud-based solution is described herein and illustrated in the accompanying figures. The hybrid configuration engine determines the current state of the on-premise solution and the cloud-based solution and learns the desired configuration state. After obtaining the current and desired configuration state information, the hybrid configuration engine determines and automatically performs steps to reach the desired configuration state. Finally, the hybrid configuration engine provides instructions describing the manual steps needed to reach the desired configuration state.",9792156
9794365,2017-10-17,32,B2,"Embodiments enable recovery of push notification channels via session information associated with user identifiers. A proxy service creates session information describing push notification channels (e.g., subscriptions) for a user and associates the session information with a user identifier. The session information is stored in a cloud service or other storage area separate from the proxy service. After failure of a user computing device or the proxy service, the session information is obtained via the user identifiers and the push notification channels are re-created with the session information. In some embodiments, the proxy service enables delivery of the same notification to multiple computing devices associated with the user identifier.",9794365
9800653,2017-10-24,16,B2,"In various embodiments, methods and systems for measuring load-balancer responsiveness in a cloud computing infrastructure are provided. A plurality of requests is transmitted to a data center virtual IP (VIP), where the data center VIP is configured to receive inbound traffic for a service. A load-balancing component associated with the VIP distributes the requests to a DIP pool comprised of one or more machines, each associated with a private direct IP (DIP). Each of the machines includes a DIP node-monitoring component including a keep-alive URL for receiving keep-alive probes and a dummy service URL for receiving the plurality of requests. A latency of exclusion or inclusion of a first DIP of a first machine in the DIP pool is determined based on at least some of the requests received by the DIP node-monitoring component from the load-balancing component.",9800653
9807153,2017-10-31,10,B2,"A mechanism is described for provisioning remote desktops in a cloud based infrastructure while maintaining user personalization. In cloud based systems, a user may not always reconnect to the same VM endpoint. In one embodiment, the virtual hard disk assigned to a user is mounted to the endpoint assigned to the user. The virtual hard disk includes the user's personal data and personalization information (e.g., settings, profiles, files, etc.). When the user disconnects from the remote desktop, the virtual hard disk is demounted from the endpoint. The virtual hard disk thus provides information regarding the user's state when the user is disconnected.",9807153
9807156,2017-10-31,18,B2,"A first node comprises a web server with a network interface configured to connect the web server to a plurality of second nodes of a cloud infrastructure. The first node has physical storage, connected to the web server, the physical storage comprising at least a master database of a multi-master database system of the cloud computing infrastructure, the master database configured to store atomic code units and data redundantly as part of the multi-master database system, the atomic code units defining the dynamic web application. The web server receives requests comprising input data and identifiers of individual ones of the atomic code units, at least some of the requests originating from client devices using the dynamic web application. The web server executes, in response to requests, individual ones of the atomic code units in dependence on state of the master database, such that the dynamic web application is executed.",9807156
9811392,2017-11-07,20,B2,"Computational tasks are mapped with computational locations in a distributed system such as a cloud computing environment. Mapping does not rely on workload estimates. Instead, tasks whose prerequisite tasks or other preconditions are determined to be mutually exclusive are co-located, while other tasks are mapped to different locations than one another. Locations are servers, processor cores, virtual machines, applications, or computational processes, for example. Mutual exclusivity may be determined by detecting that preconditions require different values of a shared variable in order to be satisfied, for example, or determining that preconditions correspond to different branches of a conditional programming statement. A satisfiability engine may also provide a satisfiability determination. Co-located tasks may also be batched, for improved execution performance. Co-location based on mutual exclusivity may result in fewer operations to save and restore task state, fewer cache misses, greater co-allocation of computational resources by the tasks, and easier debugging.",9811392
