patent_number,patent_date,patent_num_combined_citations,patent_kind,patent_title,patent_abstract,patent_id
9529818,2016-12-27,65,B2,Sharing and synchronizing electronically stored files,"Aspects of the present disclosure are directed to architectures, methods and systems and structures that facilitate the sharing and synchronization of electronically stored files among and between cloud entities and a number of computers, systems, devices and/or users. One particular exemplary architectural aspect includes the concurrent determination of file system changes within a cloud file system and a client file system, the serial ordering of necessary file system operations in response to the determined file system changes, and the concurrent execution of file system operations such that the cloud file system and the client computer file system are synchronized.",9529818
9532094,2016-12-27,10,B2,Camera data access based on subscription status,"In embodiments of camera data access based on subscription status, a camera device owned by a user captures and communicates video to a cloud-based service. The cloud-based service receives the video from the camera device, and records and maintains the video as recorded video data. The cloud-based service implements a service application to manage subscription levels that each delineate a level of access to the recorded video data associated with the camera device. The service application can then allow a client device application all access, some access, or no access to the recorded video data based on a subscription level corresponding to the camera device. The subscription levels can include a first subscription level that provides access to the live video captured by the camera device, and at least a second subscription level that provides access to both the live video and the recorded video data.",9532094
9544348,2017-01-10,21,B2,Cloud-based rendering,"This document describes methods, systems and computer program products related to cloud-based rendering. The subject matter of this document is embodied in a method that includes receiving, at a server from a remote client application, files related to rendering of a frame, and storing the files related to the rendering of the frame at storage locations local to the server. The files are stored in accordance with an organization of the files on a remote computing device associated with the remote client application. The method also includes rendering the frame from the files using a rendering application determined based on information associated with the files, and making the rendered frame available to the remote client application.",9544348
9552361,2017-01-24,17,B2,Method and system for prefetching music for devices,Methods and systems are presented for prefetching music for devices. The disclosed method includes detecting an access to a music library through a device. The music library is associated with a user music account and is managed in cloud music storage. The disclose method further includes monitoring use activities for the user music account and the use activities of selected songs in the music library are adjustable for relevance based on assigned weightings. One or more songs from the music library that satisfy a prefetching constraint based on the monitored use activities are identified. The songs that satisfy the prefetching constraint are tagged for transferring to the device. The tagged songs are transferred to the device without receiving a user initiated request for the tagged songs.,9552361
9552368,2017-01-24,12,B1,Electronic mail attachments garden,"A cloud storage system receives information associating a user's cloud storage account with a network service account associated with a service provider. The cloud storage system identifies files associated with the network service account, retrieves metadata associated with the files, and provides a list of the files and their associated metadata to the user. The metadata stored by the cloud storage system may indicate the context of the identified files within the network service account. In response to a user command, the cloud storage system may store one of the identified files in the cloud storage account, and may continue to provide the content of the stored file within the network service account even if the stored file is deleted from the network service account.",9552368
9557978,2017-01-31,76,B2,Selection of ranked configurations,"Methods, systems, and apparatus, including computer programs encoded on a computer storage medium, for selection of ranked configurations. In one aspect, a method includes providing a plurality of class definitions for selection, each class definition modeling a respective data or functional component of a cloud-based environment using a group of configurable class parameters, each class definition supporting instantiation and inheritance of the class definition in a configuration specification for a cloud-based deployment; deriving respective performance metrics associated with each of the plurality of class definitions based on aggregated performance of multiple cloud-based deployments, wherein the multiple cloud-based deployments had been carried out according to respective configuration specifications that require instantiation of the class definition or a new class definition derived from the class definition; and utilizing the respective performance metrics associated with each of the plurality of class definitions in ranking the plurality of class definitions.",9557978
9559996,2017-01-31,12,B1,Systems and methods for integrating cloud storage and network service,"A cloud storage system receives information associating a user's cloud storage account with a network service account associated with a service provider. The cloud storage system identifies files associated with the network service account, retrieves metadata associated with the files, and provides a list of the files and their associated metadata to the user. The metadata stored by the cloud storage system may indicate the context of the identified files within the network service account. In response to a user command, the cloud storage system may store one of the identified files in the cloud storage account, and may continue to provide the content of the stored file within the network service account even if the stored file is deleted from the network service account.",9559996
9563280,2017-02-07,17,B1,Gesture onset detection on multiple devices,"Implementations of the disclosed subject matter provide techniques for improved identification of a gesture based on data obtained from multiple devices. A method may include receiving an indication of an onset of a gesture, from a first device, at a gesture coordinating device. Next, first subsequent data describing the gesture may be received from a second device, at the gesture coordinating device. Based on the indication and the first subsequent data, the gesture may be identified. In response to identification of the gesture, an action may be performed based on the gesture identified. In some cases, the gesture coordinating device may be a cloud-based device.",9563280
9571282,2017-02-14,8,B1,Authentication on a computing device,"Systems and/or methods provide a user of a first computing device with the ability to authenticate themselves on a remotely provided process or service using a second computing device on which the user is already authenticated. For example, the techniques of this disclosure provide a user with the ability to securely log into a remotely provided service or application (such as e-mail, cloud computing service, etc.) on a first computing device (e.g., a desktop computer, laptop, tablet, etc.) using a second computing device (e.g., mobile phone) on which the user is already logged into the service or application, without requiring manual entry of authentication information on the first computing device.",9571282
9594686,2017-03-14,26,B2,File handling within a cloud-based file system,"In one general aspect, a computer-readable storage medium can be configured to store instructions that when executed cause one or more processors to perform a process. The process can include establishing at least a portion of a communication link between a computing device and a storage system operating within a cloud environment. The process can include accessing a user interface including a listing of files representing a plurality of files where at least a first portion of the plurality of files are stored in a local memory of the computing device and a second portion of the plurality of files are stored in the storage system.",9594686
9600645,2017-03-21,114,B2,Smart invitation handling at a smart-home,"This patent specification relates to apparatus, systems, methods, and related computer program products for providing home security/smart home objectives. More particularly, this patent specification relates to a plurality of devices, including intelligent, multi-sensing, network-connected devices, that communicate with each other and/or with a central server or a cloud-computing system to provide any of a variety of useful home security/smart home objectives.",9600645
9621645,2017-04-11,20,B2,Device pairing via a cloud server,"Methods for device pairing via a cloud server are provided. In one aspect, a method includes sending an initial signal from a first device to a second device. The method includes sending a notification from the first device of a set of communication capabilities of the first device. The method also includes receiving an indication of a common communication capability between the first and second devices. The method includes initiating pairing of the first device and the second device using the common communication capability in response to the received indication. Systems and machine-readable media are also provided.",9621645
9625612,2017-04-18,18,B2,Landmark identification from point cloud generated from geographic imagery data,"Systems and methods for identifying prominent landmarks in a geographic area are provided. More particularly, geographic imagery data, such as panoramic images captured by a camera from a perspective at or near ground level, can be analyzed to identify landmarks depicted in the geographic imagery data. For instance, structure-from-motion techniques can be used to generate a point cloud of tracked features that are located a threshold distance away from one or more camera perspectives associated with the geographic imagery data. Landmarks that are visible from multiple camera perspectives and that are visible from greater distances relative to one or more camera perspectives can be identified as prominent landmarks in a geographic area. A geographic information system can use the prominent landmarks for a variety of purposes, such as for use in providing travel directions, for rendering landmarks in an emphasized style, and/or for constructing/displaying a three-dimensional model of the landmark.",9625612
9626841,2017-04-18,145,B2,Occupant notification of visitor interaction with a doorbell at a smart-home,"This patent specification relates to apparatus, systems, methods, and related computer program products for providing home security/smart home objectives. More particularly, this patent specification relates to a plurality of devices, including intelligent, multi-sensing, network-connected devices, that communicate with each other and/or with a central server or a cloud-computing system to provide any of a variety of useful home security/smart home objectives.",9626841
9633081,2017-04-25,45,B1,Systems and methods for determining application installation likelihood based on user network characteristics,"A method for providing a scored list of applications for use in recommending applications to a user includes storing an application signature for each user of a cloud computing service, where the application signature for a first user stores a usage total for the first user for each application in a set of available applications, and storing a user similarity matrix across all users, where a first similarity value in the user similarity matrix measures the similarity between the first user's application signature and a second user's application signature. The cloud computing service receives a request to provide a scored list of applications for the first user, constructs the scored list, where a score of each application is a function of the usage totals for the application in the application signatures for each user and each user's similarity value to the first user, and outputs the scored list of applications.",9633081
9635105,2017-04-25,15,B2,Non-collaborative filters in a collaborative document,"Systems and methods for viewing filters on a collaborative spreadsheet stored on a cloud computing service include accessing, from each of a plurality of client computers, a first sheet of a spreadsheet stored on a cloud computing service, where a plurality of filters is associated with the first sheet. A first client computer in the plurality of client computers receives a command by a first user to apply a first filter in the plurality of filters to the first sheet, and applies the first filter to the first sheet on the first client computer. The filtered first sheet is displayed to the first user, and a second client computer in the plurality of client computers concurrently displays an unfiltered first sheet.",9635105
9640055,2017-05-02,145,B2,Interacting with a detected visitor at an entryway to a smart-home,"This patent specification relates to apparatus, systems, methods, and related computer program products for providing home security/smart home objectives. More particularly, this patent specification relates to a plurality of devices, including intelligent, multi-sensing, network-connected devices, that communicate with each other and/or with a central server or a cloud-computing system to provide any of a variety of useful home security/smart home objectives.",9640055
9652912,2017-05-16,145,B2,Secure handling of unsupervised package drop off at a smart-home,"This patent specification relates to apparatus, systems, methods, and related computer program products for providing home security/smart home objectives. More particularly, this patent specification relates to a plurality of devices, including intelligent, multi-sensing, network-connected devices, that communicate with each other and/or with a central server or a cloud-computing system to provide any of a variety of useful home security/smart home objectives.",9652912
9661470,2017-05-23,12,B1,Methods and systems for locating an actor within an environment,"Examples methods and systems for locating an actor in an environment are described herein. For example, an information system may receive point cloud data representing a cluster of potential actors at a location in the environment. In addition, the information system may also receive location information from a device indicating that the current location of the device is proximate to the location of the cluster of potential actors. Based on movement information from the device that indicates movements of the device, the information system may determine a portion of the point cloud data that displays movements that matches the movement of the device. Using the determined portion of the point cloud, the information system may identify a particular actor of the cluster that corresponds to the device and provide an output signal indicating that the determined portion of the point cloud represents the identified particular actor.",9661470
9665165,2017-05-30,31,B2,System and methods for preventing interruptions due to battery drain during streaming media sessions between devices,"A cloud server intermediates in a streaming media session from a source to a receiving device for a media content. Upon determining that time remaining to complete the streaming media session for the media content is greater than time of remaining battery power for the source, the cloud server redirects the streaming media session to the receiving device. The cloud server may detect that the remaining source battery power is below a threshold and obtain a compressed data file, compressing at least a remaining portion of the media content in response to determining that time remaining to complete the streaming media session is greater than time of remaining battery power for the source. The cloud server may send or receive a pointer along with the compressed data file that indicates a position within the media content at which to resume the streaming media session.",9665165
9666013,2017-05-30,12,B2,Cloud-based vending,"In a general aspect, a computer-implemented method can include receiving, at a computing device, a beacon signal including a vending device identifier and sending, to a cloud-based vending service, the vending device identifier. The method can further include receiving, from the cloud-based vending service, an indication of at least one product available for purchase from the vending device and receiving, at the computing device, an indication of a selected product of the at least one product available for purchase. The method can also include sending, to the cloud based service, a request to purchase the selected product and receiving, from the cloud-based vending service, a purchase token for the selected product. The method can still further include sending, to the vending device, the purchase token and receiving, from the vending device, an acknowledgment that the purchase token has been used to purchase the selected product.",9666013
9682313,2017-06-20,17,B2,Cloud-based multi-player gameplay video rendering and encoding,"Generating in real-time multiple gameplay videos in a cloud computing network of a mobile game played on multiple mobile devices is disclosed. A cloud-based video system of the cloud computing network receives gameplay state information of the mobile game played on the multiple mobile devices, where the gameplay state information associated with a mobile device describes the states of the mobile game while the game is played on the mobile device. The video system generates a gameplay map comprising the gameplay observed by the multiple mobile devices. Responsive to a viewer or a virtual director selecting the gameplay associated with a mobile device, the video system generates a gameplay video of the mobile game associated with the mobile device based on encoded audio frames and video frames of the mobile game played on the mobile device.",9682313
9691153,2017-06-27,14,B1,System and method for using image data to determine a direction of an actor,Example systems and methods are disclosed for determining the direction of an actor based on image data and sensors in an environment. The method may include receiving point cloud data for an actor at a location within the environment. The method may also include receiving image data of the location. The received image data corresponds to the point cloud data received from the same location. The method may also include identifying a part of the received image data that is representative of the face of the actor. The method may further include determining a direction of the face of the actor based on the identified part of the received image data. The method may further include determining a direction of the actor based on the direction of the face of the actor. The method may also include providing information indicating the determined direction of the actor.,9691153
9711036,2017-07-18,158,B2,Leveraging neighborhood to handle potential visitor at a smart-home,"This patent specification relates to apparatus, systems, methods, and related computer program products for providing home security/smart home objectives. More particularly, this patent specification relates to a plurality of devices, including intelligent, multi-sensing, network-connected devices, that communicate with each other and/or with a central server or a cloud-computing system to provide any of a variety of useful home security/smart home objectives.",9711036
9727577,2017-08-08,116,B2,System and method to store third-party metadata in a cloud storage system,"A cloud storage system identifies and creates metadata associated with a stored file. On receiving a request to access the file with an application, the cloud storage system generates a metadata category associated only with the application, and creates metadata associated with the generated metadata category and corresponding to the file. On receiving a request to access file metadata, the cloud storage system identifies an application associated with the metadata access request, identifies a set of metadata categories associated with the identified application, filters metadata associated with the file based on the identified set of metadata categories, and provides the filtered metadata to the application.",9727577
9742775,2017-08-22,37,B2,Wireless local area network access,"A system and machine-implemented method of wireless network access are provided. An authentication request comprising credentials for a user account of a cloud-based service is received from a wireless client device. The authentication request is forwarded to a server associated with the cloud-based service for authentication of the user account credentials. A list of one or more network identifiers corresponding to networks for which access by the user account of the cloud-based service is authorized is received from the server. The received list of one or more network identifiers is sent to the wireless client device, wherein the received list of one or more network identifiers is sent to the wireless client device prior to the wireless client device being associated with the wireless local area network.",9742775
9774656,2017-09-26,31,B1,Method for media sharing based on location proximity,"Methods, systems, and computer programs are presented for sharing songs stored on a cloud music storage. One method includes identifying a first user and a second user who are connected to their respective music accounts and identifying the configuration data for each of the first and second users. The configuration data identify sharing privileges as respectively defined by the first and second users. The method also includes monitoring the location proximity between the first user and second user and initiating the sharing privileges for certain songs between the first and second users when the monitored location proximity changes to be within a distance threshold. A notification to the first user is provided when the sharing privileges of the second user identify songs that are sharable with the first user.",9774656
9781210,2017-10-03,16,B2,Saving files from third-party systems directly to a cloud storage system,"A method for saving a file stored on a third-party system directly to a cloud storage system includes providing a third-party system with an embeddable user interface for saving a plurality of files stored on the third-party system to a server hosting the cloud storage system. The method further includes receiving at the server a save request from a user on a client computer using the embeddable user interface to select the first file to be stored on the server, where the save request comprises information identifying a first file in the plurality of files. The method further includes authenticating the save request, downloading the first file from the third-party system directly to the server using the information identifying the first file, and saving the first file on the server.",9781210
9787321,2017-10-10,56,B1,Point cloud data compression using a space-filling curve,"Techniques of data compression involve ordering the points of a point cloud according to distance along a space-filling curve. Advantageously, a space-filling curve has the property that points close in distance along the curve are close together in Euclidean space. Thus, differences between points ordered by distance along such a curve, e.g., a Hilbert curve, will be close. When the curve is fractal, i.e., self-similar at all levels, the differences will be small even when the points are very unevenly clustered throughout the point cloud. Such small differences will provide greatly improved compression to the resulting delta-encoded set of points.",9787321
9787557,2017-10-10,17,B2,Determining semantic place names from location reports,"Systems and methods for determining semantic place names from one or more location reports received from a user device are provided. High quality visits for a candidate semantic place location from a plurality of previously obtained location reports can be aggregated and used to generate a point cloud for the semantic place location. A high quality visit can correspond to a visit by a device that is determined to be associated with a candidate semantic place location with greater likelihood relative to a plurality of other candidate semantic place locations. Data associated with one or more point clouds can be accessed and used to support determinations of semantic place name for one or more location reports. In example embodiments, the semantic place name can be stored as part of a location history and/or provided for display in a user interface presented on a display device.",9787557
9788039,2017-10-10,84,B2,Camera system API for third-party integrations,"In embodiments of a camera system application program interface (API) for third-party integrations, a camera device captures images as a video stream and communicates the video stream to a cloud-based service. The cloud-based service implements a service application that processes video data received as the video stream. The cloud-based service exposes the camera system API that can be invoked by a third-party application running on a client device to request the video data and camera data that is associated with the camera device. The API permits access by the third-party application to the video data and the camera data from the cloud-based service. The API is exposed for the third-party application to communicate with the cloud-based service via a network connection, and the camera device communicates with the cloud-based service via a secure connection to provide the requested camera data and communicate the video stream to the cloud-based service.",9788039
9791940,2017-10-17,18,B1,Gesture onset detection on multiple devices,"Implementations of the disclosed subject matter provide techniques for improved identification of a gesture based on data obtained from multiple devices. A method may include receiving an indication of an onset of a gesture, from a first device, at a gesture coordinating device. Next, first subsequent data describing the gesture may be received from a second device, at the gesture coordinating device. Based on the indication and the first subsequent data, the gesture may be identified. In response to identification of the gesture, an action may be performed based on the gesture identified. In some cases, the gesture coordinating device may be a cloud-based device.",9791940
9798979,2017-10-24,258,B2,"Devices, methods, and associated information processing for security in a smart-sensored home","This patent specification relates to apparatus, systems, methods, and related computer program products for providing home security objectives, such as calculating a security score for a home. More particularly, this patent specification relates to a plurality of devices, including intelligent, multi-sensing, network-connected devices, that communicate with each other and/or with a central server or a cloud-computing system to provide any of a variety of useful home security objectives, such as calculating a security score for a home.",9798979
9800573,2017-10-24,10,B1,Authentication on a computing device,"Systems and/or methods provide a user of a first computing device with the ability to authenticate themselves on a remotely provided process or service using a second computing device on which the user is already authenticated. For example, the techniques of this disclosure provide a user with the ability to securely log into a remotely provided service or application (such as e-mail, cloud computing service, etc.) on a first computing device (e.g., a desktop computer, laptop, tablet, etc.) using a second computing device (e.g., mobile phone) on which the user is already logged into the service or application, without requiring manual entry of authentication information on the first computing device.",9800573
9805042,2017-10-31,6,B1,Systems and methods for automatically organizing files and folders,"Systems and methods are disclosed herein for organizing a plurality of files on a cloud file system. A processor identifies the plurality of files and identifies features of the plurality of files. The features of a file in the plurality of files include at least three selected from the group comprising file content, keywords in the file, file name, time of creation of the file, time of modification of the file, type of the file, a set of users with whom the file is shared over the cloud file system, folder depth of the file, and an origination of the file. The plurality of files is clustered into a plurality of groups, each group including a subset of the plurality of files. The clustering is based on assessed similarity scores across each subset of the plurality of files, and an indication of the clustering is output to a user.",9805042
9805739,2017-10-31,28,B2,Sound event detection,"A system and method for the use of sensors and processors of existing, distributed systems, operating individually or in cooperation with other systems, networks or cloud-based services to enhance the detection and classification of sound events in an environment (e.g., a home), while having low computational complexity. The system and method provides functions where the most relevant features that help in discriminating sounds are extracted from an audio signal and then classified depending on whether the extracted features correspond to a sound event that should result in a communication to a user. Threshold values and other variables can be determined by training on audio signals of known sounds in defined environments, and implemented to distinguish human and pet sounds from other sounds, and compensate for variations in the magnitude of the audio signal, different sizes and reverberation characteristics of the environment, and variations in microphone responses.",9805739
9811151,2017-11-07,33,B2,System and methods for preventing interruptions due to battery drain during streaming media sessions between devices,"A cloud server intermediates in a streaming media session from a source to a receiving device for a media content. Upon determining that time remaining to complete the streaming media session for the media content is greater than time of remaining battery power for the source, the cloud server redirects the streaming media session to the receiving device. The cloud server may detect that the remaining source battery power is below a threshold and obtain a compressed data file, compressing at least a remaining portion of the media content in response to determining that time remaining to complete the streaming media session is greater than time of remaining battery power for the source. The cloud server may send or receive a pointer along with the compressed data file that indicates a position within the media content at which to resume the streaming media session.",9811151
9811734,2017-11-07,26,B2,Crowd-sourced creation and updating of area description file for mobile device localization,"A computing system includes a network interface, a first datastore, a second datastore, and a merge module. The merge module is to receive a set of one or more area description files from a set of one or more first mobile devices. Each area description file represents a point cloud of spatial features detected by a corresponding first mobile device at an area. The computing system further includes a localization module and a query module. The localization generation module is to generate a localization area description file for the area from the set of one or more area description files and to store the localization area description file in the second datastore. The localization area description file represents a point cloud of spatial features for the area. The query module is to provide the localization area description file to a second mobile device via the network interface.",9811734
9824094,2017-11-21,11,B1,Systems and methods for prioritizing file downloads,"Systems and methods are disclosed herein for downloading data from a cloud system. A plurality of files on the cloud system is identified for downloading to a client system, where the plurality of files is associated with metadata. A respective score for each file in the plurality of files is evaluated by applying a ranking scheme to the metadata, where the ranking scheme is based on at least two features of the metadata. A download process is initiated for at least some files in the plurality of files based on each file's respective score.",9824094
9851729,2017-12-26,313,B2,Power-preserving communications architecture with long-polling persistent cloud channel for wireless network-connected thermostat,"Methods and systems facilitate network communications between a wireless network-connected thermostat and a cloud-based management server in a manner that promotes reduced power usage and extended service life of a energy-storage device of the thermostat, while at the same time accomplishing timely data transfer between the thermostat and the cloud-based management server for suitable and time-appropriate control of an HVAC system. The thermostat further comprises powering circuitry configured to: extract electrical power from one or more HVAC control wires in a manner that does not require a “common” wire; supply electrical power for thermostat operation; recharge the energy-storage device (if needed) using any surplus extracted power; and discharge the energy-storage device to assist in supplying electrical power for thermostat operation during intervals in which the extracted power alone is insufficient for thermostat operation.",9851729
9860253,2018-01-02,26,B2,System and method for embedding first party widgets in third-party applications,"Methods and systems provide embeddable user interface widgets to third-party applications so that the widgets can be securely embedded in, and securely used from within, the third-party applications. An embeddable widget may be authorized to access a first-party cloud storage system from a third-party application based on the cloud storage system authenticating a request received from the widget. The authentication may be based on an application identifier, an origin identifier, and/or one or more document identifiers received from the third-party application through the embedded widget. The disclosed methods and systems may significantly mitigate security concerns caused by embedding software in third-party sites, such as clickjacking.",9860253
9870211,2018-01-16,76,B2,High-level language for specifying configurations of cloud-based deployments,"Methods, systems, and apparatus, including computer programs encoded on a computer storage medium, for high-level language for specifying configurations of cloud-based deployments. In one aspect, a method includes receiving a configuration specification for configuring a cloud-based deployment, the configuration specification being written in a specification language and requiring instantiation of respective class definitions of one or more classes, each class modeling a respective data or functional component of the cloud-based deployment using a group of configurable class parameters, and the respective class definition of each class representing a requested state of the data or functional component modeled by the class; deriving a plurality of application programming interface (API) calls for configuring the cloud-based deployment based on the class definitions of the one or more classes; causing the plurality of API calls to be executed to configure the cloud-based deployment.",9870211
9870420,2018-01-16,161,B2,Classification and storage of documents,"A method includes defining a plurality of known document types, obtaining a collection of previously classified documents that are each associated with one of the known document types, and extracting features from each document from the collection of previously classified documents to define feature information. The method also includes obtaining a subject document that is associated with a user, extracting one or more features from the subject document, comparing the one or more features from the subject document to the feature information, associating the subject document with one of the known document types based on the comparison, and transmitting the document to a cloud storage system for storage in a dedicated storage location that is associated with the user and contains only documents of the respective known document type that is associated with the subject document.",9870420
9870437,2018-01-16,6,B2,Systems and methods for detecting and modeling curb curves in complex urban scenes,"Computer-implemented methods and systems of detecting and modeling curbs include receiving a cloud of three-dimensional (3D) data points acquired along street locations. A plurality of vertical scanlines (e.g., arrays of 3D data points obtained at given horizontal locations) are identified within the cloud of 3D data points. One or more curb points indicating the potential presence of a curb in the plurality of vertical scanlines are identified. A synthesized set of non-overlapping curb curves are generated in order to close gaps between certain curb points while removing certain other outlier curb points. Successive curb curves in the synthesized set of non-overlapping curb curves are then identified as belonging to one or more curb segments. A curb model that fits each of the one or more curb segments to one or more curb model shape representations can then be generated.",9870437
9875747,2018-01-23,19,B1,Device specific multi-channel data compression,A sensor device may include a computing device in communication with multiple microphones. A neural network executing on the computing device may receive audio signals from each microphone. One microphone signal may serve as a reference signal. The neural network may extract differences in signal characteristics of the other microphone signals as compared to the reference signal. The neural network may combine these signal differences into a lossy compressed signal. The sensor device may transmit the lossy compressed signal and the lossless reference signal to a remote neural network executing in a cloud computing environment for decompression and sound recognition analysis.,9875747
9876849,2018-01-23,31,B2,Opening local applications from browsers,"Systems and methods are disclosed herein for opening local applications from browsers. A request to open a document associated with a cloud computing system is received from a user. A determination is made that the local device has a copy of the document, and a local application is selected to open the local copy. A message is transmitted to open the local copy with the selected local application.",9876849
9881236,2018-01-30,8,B2,Organizing images associated with a user,"A method includes identifying images associated with a user, where the image is identified as at least one of captured by a user device associated with the user, stored on the user device associated with the user, and stored in cloud storage associated with the user. The method also includes for each of the images, determining one or more labels, wherein the one or more labels are based on at least one of metadata and a primary annotation. The method also includes generating a mapping of the one or more labels to one or more confidence scores, wherein the one or more confidence scores indicate an extent to which the one or more labels apply to corresponding images. The method also includes interacting with the user to obtain identifying information that is used to categorize one or more of the images.",9881236
9881474,2018-01-30,186,B2,Initially detecting a visitor at a smart-home,"This patent specification relates to apparatus, systems, methods, and related computer program products for providing home security/smart home objectives. More particularly, this patent specification relates to a plurality of devices, including intelligent, multi-sensing, network-connected devices, that communicate with each other and/or with a central server or a cloud-computing system to provide any of a variety of useful home security/smart home objectives.",9881474
9922580,2018-03-20,131,B2,Apparatus and method for the virtual demonstration of a smart phone controlled smart home using a website,"An apparatus providing for virtual use of one or more virtualized smart home devices. The apparatus includes a simulation app download element and a web host. The simulation app download element is disposed in a cloud-based file server, and is configured to download a simulation app to a smart phone that is collocated with a computer, upon which the one or more virtualized smart home devices are simulated. The web host is disposed in the cloud-based file server, and is configured to provide content to the computer to simulate the one or more virtualized smart home devices and, responsive to control commands transmitted via the simulation app, is configured to transmit corresponding control commands to the computer that change simulated states of the one or more virtualized smart home devices such that a user experiences control of the one or more virtualized smart home devices.",9922580
9952614,2018-04-24,11,B2,Monitoring system for proactive service of devices,"Arrangements described herein relate to accessing a cloud based service. Responsive to a user of a first communication device initiating access to the cloud based service via the first communication device, a prompt for a valid password to be entered to access the cloud based service can be received by the first communication device. Responsive to the valid password required to access the cloud based service not being stored on the first communication device, the first communication device can automatically retrieve the valid password from a second communication device via a peer-to-peer ad hoc communication link between the first communication device and the second communication device. The valid password can be automatically provided, by the first communication device, to a login service for the cloud based service to obtain access by the first communication device to the cloud based service.",9952614
9953514,2018-04-24,194,B2,Visitor feedback to visitor interaction with a doorbell at a smart-home,"This patent specification relates to apparatus, systems, methods, and related computer program products for providing home security/smart home objectives. More particularly, this patent specification relates to a plurality of devices, including intelligent, multi-sensing, network-connected devices, that communicate with each other and/or with a central server or a cloud-computing system to provide any of a variety of useful home security/smart home objectives.",9953514
9959287,2018-05-01,69,B2,Sharing and synchronizing electronically stored files,"Aspects of the present disclosure are directed to architectures, methods and systems and structures that facilitate the sharing and synchronization of electronically stored files among and between cloud entities and a number of computers, systems, devices and/or users. One particular exemplary aspect includes the mapping and/or translation of files electronically stored in a cloud file system when synchronized and/or shared with client computer systems.",9959287
9959727,2018-05-01,194,B2,Handling visitor interaction at a smart-home in a do not disturb mode,"This patent specification relates to apparatus, systems, methods, and related computer program products for providing home security/smart home objectives. More particularly, this patent specification relates to a plurality of devices, including intelligent, multi-sensing, network-connected devices, that communicate with each other and/or with a central server or a cloud-computing system to provide any of a variety of useful home security/smart home objectives.",9959727
9960929,2018-05-01,194,B2,Environmental sensing with a doorbell at a smart-home,"This patent specification relates to apparatus, systems, methods, and related computer program products for providing home security/smart home objectives. More particularly, this patent specification relates to a plurality of devices, including intelligent, multi-sensing, network-connected devices, that communicate with each other and/or with a central server or a cloud-computing system to provide any of a variety of useful home security/smart home objectives.",9960929
