patent_number,patent_date,patent_num_combined_citations,patent_kind,patent_title,patent_abstract,patent_id
9357034,2016-05-31,9,B2,System and method for orchestration of services for use with a cloud computing environment,"A system and method for orchestration of services for use with a cloud computing environment. In accordance with an embodiment, a cloud platform enables provisioning of enterprise software applications within a cloud environment, including packaging enterprise applications as service definition packages (SDP), and instantiating the services using service management engines (SME). In an embodiment, an orchestration engine communicates with a plurality of SMEs to control the flow of service creation, provider dependency resolution, association of services and providers, and the life-cycle management of services within the cloud platform.",9357034
9391972,2016-07-12,18,B2,Multi-tenant application using hierarchical bean factory container,Various embodiments provide on premise and cloud deployment support for components that may not be multi-tenant enabled. A single application in a highly non-intrusive way without effecting application functional logic. On premise deployments can run with fixed default tenant and no tenant information needs to be captured anywhere anytime. The application code accesses the hierarchical bean factory to get any tenant specific or shared resources seamlessly without knowledge of multi-tenancy in functional code anywhere.,9391972
9397884,2016-07-19,228,B2,Workflows for processing cloud services,"Provisioning, managing and tracking of services provided by a cloud infrastructure system are described. A subscription order request from a customer for services provided by the cloud infrastructure system is received. A workflow is defined that includes steps to process the subscription order. The workflow enables a customer to gain access to services requested in a subscription order upon placing the subscription order without the customer having to wait until all the steps involved in processing the subscription order are complete.",9397884
9424024,2016-08-23,12,B2,System and method for elasticity management of services with a cloud computing environment,"A system and method for elasticity management of services for use with a cloud computing environment. In accordance with an embodiment, a cloud platform enables provisioning of enterprise software applications within a cloud environment, including packaging enterprise applications as service definition packages (SDP), and instantiating the services using service management engines (SME). In an embodiment, an elasticity manager can be used to determine the health of the services, and to take appropriate actions, including detecting events, issuing alerts and/or notifying the orchestration engine to manage the service lifecycle, e.g., to respond to an increased demand for particular services.",9424024
9448852,2016-09-20,14,B2,Managing virtual machines,"Tools and techniques for managing virtual machines, including without limitation virtual machines running in a cloud computing environment. Certain tools provide a user interface that allows a user to browse machine images to find an image that meets the user's needs. In some aspects, these tools and techniques can provide the ability for users to customize machine images to meet their own needs and/or to share their customized machine images with other users. In other aspects, these tools and techniques can provide users with the ability to export virtual machines for use on an actual computer system.",9448852
9467355,2016-10-11,225,B2,Service association model,"Enabling associations between cloud services in a computer network cloud infrastructure system is described. Cloud services can include infrastructure as a service (IAAS) storage and processing services, platform as a service (PAAS) database and Java services, and software as a service (SAAS) customer resource management services. Associations between the services can include automatically sharing security certificate-based keys and tokens or otherwise sharing data. Upon subscribing to a cloud system through an automated system, a user is prompted to select allowable associations between the selected services. The services are then provisioned and the user-selected associations are enabled.",9467355
9495143,2016-11-15,33,B2,External platform extensions in a multi-tenant environment,"Enforcing access control to individual extensions of services in a multi-tenant cloud environment by initializing objects for the extension based on public and private configuration files with service access rules that are merged is described. This allows third party vendors to specify payment rules for their own extensions while securely keeping the core extension configuration files. Tenants of the multi-tenant cloud environment can pick and choose which services to purchase, and the cloud environment automates the process of accessing the service using the third-party developer's tenant access list rules.",9495143
9495533,2016-11-15,55,B2,"Mobile application, identity relationship management","Techniques for managing identities are provided. In some examples, identity management, authentication, authorization, and token exchange frameworks may be provided for use with mobile devices, mobile applications, cloud applications, and/or other web-based applications. For example a mobile client may request to perform one or more identity management operations associated with an account of a service provider. Based at least in part on the requested operation and/or the particular service provider, an application programming interface (API) may be utilized to generate and/or perform one or more instructions and/or method calls for managing identity information of the service provider.",9495533
9497145,2016-11-15,38,B2,System and method for supporting fault tolerant job management in a cloud platform environment,"In accordance with an embodiment, described herein is a system and method for supporting fault tolerant job management for use with a cloud computing environment. In accordance with an embodiment, the system comprises a job manager that manages the execution of jobs within the cloud environment including their job states, and a job manager service that provides an application program interface which receives administrative commands to be processed within the cloud environment as jobs. The job manager supports fault tolerant job processing including associating the jobs with checkpoints, recognizing a failover command for the jobs, and associating the jobs with work units of the administrative commands, and storing a state for each job upon processing each work unit of the command.",9497145
9501541,2016-11-22,212,B2,Separation of pod provisioning and service provisioning,"A method for POD provisioning and service provisioning is disclosed. The method may comprise storing, by a cloud infrastructure system, subscription order information from a customer identifying a service from a set of cloud services provided by the cloud infrastructure system, the cloud infrastructure system comprising one or more computing devices, wherein the subscription order information includes customer-specific configuration. Additionally, the method may comprise determining, by a computing device from the one or more computing devices, a service associated with the subscription order information. Moreover, the method may comprise mapping a pre-provisioned anonymous deployment to the subscription order information, wherein the pre-provisioned anonymous deployment is specifically pre-provisioned for the determined service. Furthermore, the method may comprise creating, by a computing device from the one or more computing devices, a service instance specifically for the customer by configuring the pre-provisioned anonymous deployment with the customer-specific configuration.",9501541
9529657,2016-12-27,60,B2,Techniques for generating diagnostic identifiers to trace events and identifying related diagnostic information,"Techniques are described for determining diagnostic information (e.g., a diagnostic identifier) for one or more events related to operations performed in a cloud computer system. A diagnostic identifier may be generated based on diagnostic data corresponding to one or more attributes about an event. A computing operation may be performed to generate a code (e.g., a hash code) for each attribute in the diagnostic data. The generated code(s) may be combined to form a diagnostic identifier to identify the diagnostic data. A comparison may be performed by comparing each code in one diagnostic identifier to a code in another diagnostic identifier corresponding to an attribute for which the codes were generated. A measure of a match between the two identifiers may be determined using a result of the comparison. The measure of the match may enable tracing and analysis of one or more events occurring in the cloud computer system.",9529657
9529658,2016-12-27,60,B2,Techniques for generating diagnostic identifiers to trace request messages and identifying related diagnostic information,"Techniques are described for determining diagnostic information (e.g., a diagnostic identifier) for one or more requests in a cloud computer system. A diagnostic identifier may be generated based on parameter data corresponding to one or more parameters in a request. A computing operation may be performed to generate a code (e.g., a hash code) for each parameter in the parameter data. The generated code(s) may be combined to form a diagnostic identifier to identify the parameter data. A comparison may be performed by comparing each code in one diagnostic identifier to a code in another diagnostic identifier corresponding to a parameter for which the codes were generated. A measure of a match between the two identifiers may be determined using a result of the comparison. The measure of the match may enable tracing and analysis of one or more requests in the cloud computer system.",9529658
9529702,2016-12-27,5,B2,System to enable multi-tenancy testing of business data and validation logic on the cloud,"An adapter can execute a test script in parallel relative to separate tenant installations in a multi-tenant environment. Such tenant installations can be established within a cloud computing environment. Multiple tenant installations may share some installation components, such as an application server and/or a database, so that these shared installation components are not duplicated. While executing the test script in parallel, the adapter can translate selected values for each test script execution so that those values are distinguished from corresponding values within other test script executions. The values can be translated to reflect the identity of the tenant whose installation the test script execution targets. Furthermore, while executing the test scripts in parallel, the adapter can cause the test script executions to synchronize at specified points within the test script, so that all of the test script executions are guaranteed to have executed to a common point before proceeding.",9529702
9542400,2017-01-10,213,B2,Service archive support,"Embodiments of the present invention are directed to systems and methods for providing archival support for one or more services provided by a cloud infrastructure system. One such method comprises receiving a message corresponding to an archive trigger event, and determining based on the message one or more services subscribed to by a customer of a cloud infrastructure system which are to be archived. The method further comprises sending an instruction to the one or more services to archive customer information, and storing each archive in an archive directory accessible to the customer.",9542400
9544188,2017-01-10,6,B2,System and method for webtier providers in a cloud platform environment,"Described herein is a system and method for supporting a webtier provider in a cloud computing environment. In accordance with an embodiment, the service types made available in a cloud platform (e.g., CloudLogic) domain can include information which describes dependency on a webtier provider, which in turn provides load-balancing capability to a service whose deployment may span multiple virtual machines. A webtier provider can associate one or more provisioned services with a webtier runtime, to satisfy the webtier dependency of a service. After a service is provisioned, a webtier provider service management engine (SME) can associate the service with a webtier runtime by creating a configuration therein. The webtier runtime can subsequently provide a single point of access to the service, including load-balancing requests to service nodes, or providing support for additional capabilities such as failure detection and failover.",9544188
9547838,2017-01-17,14,B2,Automated generation of a three-dimensional space representation and planogram verification,"The present disclosure provides an automated scheme for generating and verifying a three-dimensional (3D) representation of a target space. In one embodiment, the automatic generation of a 3D representation of a target space includes receiving target space data from one or more mobile data capture devices and generating a local point cloud from the target space data. In one embodiment, the local point cloud is incorporated into a master point cloud. In one embodiment, a polygon mesh is generated using the master point cloud and the polygon mesh is rendered, using a plurality of visual images captured from the target space, which generates the 3D representation. In one embodiment, the automatic verification includes comparing a portion of the 3D representation with a portion of an approved layout, and identifying one or more discrepancies between the portion of the 3D representation and the portion of the approved layout.",9547838
9569193,2017-02-14,8,B2,System and method for patching java cloud services for use with a cloud computing environment,"A system and method for patching cloud services for use with a cloud computing environment. In accordance with an embodiment, a cloud environment includes a cloud services infrastructure, which allows a suite of software applications, middleware, and database offerings to be delivered to customers in a self-service, elastically scalable manner. Over time, it may become necessary to update one or more of the deployed services. In accordance with an embodiment, services can be patched using a two phase approach. During an offline phase, patches are used to update shared components, such as middleware volumes, without disrupting any currently running services. Subsequently, during an online phase, patched components are enabled on all service hosts, and any necessary domain update/upgrade operations are invoked.",9569193
9588820,2017-03-07,15,B2,Cloud architecture recommender system using automated workload instrumentation,"A method, system, and computer program product for of configuring cloud computing platforms. One such method serves for recommending alternative computing architectures for a selected application using automated instrumentation of the application under an abstracted workload. The method commences by measuring workload characteristics of the selected application using pre-determined performance parameters. Additional performance parameters to be measured are selected based on previous measurements, and further analysis includes instrumenting the application to provide measurement instruments corresponding to the respective selected additional performance parameters. Such hardware- or software-based instruments are used for determining a baseline set of performance metrics by measuring the performance of the selected application on a first (e.g., currently-in-use) computing architecture, then, measuring the performance of the application on other proposed computing architectures. Charts and reports are used for comparing the performance of the selected application on the currently-in-use architecture to any of the other proposed computing architectures.",9588820
9600652,2017-03-21,76,B2,"Mobile application, identity interface","Techniques for managing identities are provided. In some examples, identity management, authentication, authorization, and token exchange frameworks may be provided for use with mobile devices, mobile applications, cloud applications, and/or other web-based applications. For example a mobile client may request to perform one or more identity management operations associated with an account of a service provider. Based at least in part on the requested operation and/or the particular service provider, an application programming interface (API) may be utilized to generate and/or perform one or more instructions and/or method calls for managing identity information of the service provider.",9600652
9612817,2017-04-04,5,B2,System and method for providing a physical plugin for use in a cloud platform environment,"In accordance with an embodiment, described herein are systems and methods for simulating a cloud environment on a physical platform. In an embodiment, a physical assembly is provided within a cloud environment and a physical plug-in configured to provide a virtual assembly builder-like environment on a physical platform. The physical assembly is an installable software suite including software configured to support provisioning of applications for providing services. The physical plug-in is configured to enable installation of the physical assembly on the physical platform. The physical plug-in is also configured to enable support for administering the services of the cloud platform component via the software installed from the physical assembly.",9612817
9619540,2017-04-11,267,B2,Subscription order generation for cloud services,A framework for managing service components associated with a service subscribed to by a customer in a cloud infrastructure system is disclosed. The framework generates a subscription order for the customer based upon receiving a selection of service components from the customer. The framework identifies resource metrics associated with the service components selected by the customer and generates a subscription order for the customer based upon the service components and the resource metrics.,9619540
9621435,2017-04-11,265,B2,Declarative and extensible model for provisioning of cloud based services,"A method for offering a set of services is disclosed. The method may comprise storing, by a cloud infrastructure system, subscription order information identifying a service from a set of services provided by the cloud infrastructure system, the cloud infrastructure system comprising one or more computing devices. A computing device from the one or more computing devices may determine a service declaration for the service, the service declaration comprising information indicative of procedures for provisioning resources for enabling the service. A computing device from the one or more computing devices may cause the service to be provisioned based on the service declaration.",9621435
9633399,2017-04-25,73,B2,Method and system for implementing a cloud-based social media marketing method and system,"Disclosed is an approach for implementing a system, method, and computer program product for performing social marketing using a cloud-based system. The approach is capable of accessing data across multiple types of internet-based sources of social data and commentary and to perform analysis upon that data. A social marketing campaign can then be generated and implemented in an integrated manner using the system. This permits realtime reaction to trends, with rapid ability to react to opportunities in the marketplace.",9633399
9634965,2017-04-25,38,B2,System and method for providing a job manager for use with a cloud platform environment,"In accordance with an embodiment, described herein is a system and method for providing a job manager for use with a cloud computing environment. In accordance with an embodiment, the system include a job manager that manages the execution of jobs within the cloud environment including their job states. A job manager service provides an application program interface which receives administrative commands to be processed within the cloud environment as jobs. The job manager updates a job registry, including registering instances of the administrative commands together with unique job identifiers, and returning the job identifiers so that a user can retrieve command process status, and the result of the job can be stored in the job registry. For example, the job manager can perform housekeeping tasks, such as purging jobs according to a retention policy, performing any necessary cleanup, and performing security checks to ensure tasks are authorized.",9634965
9646069,2017-05-09,115,B2,Role-driven notification system including support for collapsing combinations,"Embodiments of the invention relate to a method of implementing role-driven notification. The method includes storing, by a cloud infrastructure system including computing devices, notification templates. Each of the notification templates are associated with a role. The method further includes determining that a user is associated with a first role and a second role, determining that the first role is associated with a first notification template and the second role is associated with a second notification template. Further, the method includes combining the first template and the second template to generate a third template, based on the third template, generating a notification. The method then, sends the notification to the user.",9646069
9667470,2017-05-30,266,B2,Failure handling in the execution flow of provisioning operations in a cloud environment,"A method for handling failures in the execution flow of provisioning operations is disclosed. The method may comprise receiving, by a cloud infrastructure system, an error from the execution flow of provisioning a service from a plurality of service provided by the cloud infrastructure system, the cloud infrastructure system comprising one or more computing devices. Additionally, the method may further comprise determining, by a computing device from the one or more computing devices, a specific service associated with the error and determining an error classification type associated with the error based on the specific service. Subsequently, the method may further comprise performing, by the computing device, a corrective action based on the specific service and the error type.",9667470
9667746,2017-05-30,15,B2,Executing a debugging operation during deployment of a blueprint within a cloud system,"Tools are provided to assist users of cloud computing systems to create, monitor, and debug the resource instances they need. Specifically, resource instances are created in a cloud computing system based on a blueprint that is provided to a blueprint processor. The blueprint declaratively defines the resources that the user needs to have created in the cloud. Based on the information contained in blueprint, the blueprint processor causes the cloud to orchestrate the creation of resource instances, doing so in parallel when possible, and to configure those resource instances as specified in blueprint. Techniques are described for generating a timeline to convey status during the deployment process, and for performing debugging operations.",9667746
9690566,2017-06-27,13,B2,System and method for virtual assembly patching in a cloud environment,"Described herein is a system and method for virtual assembly patching in a cloud environment. In accordance with an embodiment, a virtual assembly builder can be used to virtualize installed components in a reference environment, and then deploy those components into another destination environment. A user can capture the configuration and binaries of software components into software appliance artifacts, which can be grouped and their relationships defined as software assembly artifacts. In accordance with an embodiment, assemblies stored as disk images in a repository can be patched by creating replacement images, importing the replacement images into the virtualization environment, and then performing a replacement or swap of an instance's existing virtual disks, with patched versions of those disks.",9690566
9690607,2017-06-27,8,B2,System and method for generic product wiring in a virtual assembly builder environment,"Described herein is a system and method for generic product wiring in a cloud environment. In accordance with an embodiment, a virtual assembly builder can be used to virtualize installed components in a reference environment, and then deploy those components into another destination environment. A user can capture the configuration and binaries of software components into software appliance artifacts, which can be grouped and their relationships defined as software assembly artifacts. In accordance with an embodiment, a generic product introspector plugin allows users to specify at introspection, during creation of a virtual assembly, one or more metadata properties to be exposed for editing and configuration by scripts, during a subsequent rehydration of the virtual assembly. The properties exposed for editing and configuration by scripts can be used during instantiation of an instance of the assembly to define one or more inputs and outputs for the instance.",9690607
9692717,2017-06-27,39,B2,System and method for supporting detachable administration commands in a cloud platform environment,"In accordance with an embodiment, described herein is a system and method for supporting detachable administration commands for use with a cloud computing environment. In accordance with an embodiment, a job manager service provides an application program interface which receives administrative commands to be processed within the cloud environment as jobs, wherein each instance of the administrative commands is associated with a unique job identifier. A command line interface allows a user to issue a command to be processed within the cloud environment as a job, detach the command line interface from the job being processed, and subsequently reattach the command line interface to the job being processed by indicating the job's unique job identifier. For example, several independent parallel commands can be executed together from one console or one script, and users can check on, or wait for a result of some task.",9692717
9692789,2017-06-27,26,B2,Techniques for cloud security monitoring and threat intelligence,"Systems and methods for cloud security monitoring and threat intelligence in accordance with embodiments of the invention are disclosed. In one embodiment, a process for monitoring and remediation of security threats includes generating a threat model using a first portion of activity data, identifying, based upon the threat model, a threat using a second portion of activity data, selecting a security policy to implement in response to the identified threat, identifying cloud security controls in a remotely hosted cloud application server system to modify in accordance with the selected security policy, establishing a secure connection to the remotely hosted cloud application server system using login credentials associated with a tenant account with the cloud application, and sending instructions to the remotely hosted cloud application server system to set the identified cloud security controls with respect to the tenant account in accordance with the selected security policy.",9692789
9704165,2017-07-11,91,B2,Systems and methods for determining value of social media pages,"Systems and methods for evaluating the effectiveness of social media pages. Users of social media systems review and publish various kinds of content on social media pages, including various messages, audio clips, video clips, polls, web links, etc. A social media page evaluation system hosted on a physical server or a cloud receives a social media page that is to be evaluated, and provides results of an evaluation process. The evaluation process involves processing of various criteria and parameters that characterize engagements and interactions between users of social media pages. Results of an evaluation process include qualitative and quantitative attributes in connection with evaluating the effectiveness of published content on social media pages. Such results are useful for purposes of enriching content in social media pages, resulting in greater network traffic due to increased engagements and interaction among users of social media pages.",9704165
9734224,2017-08-15,279,B2,Data synchronization in a cloud infrastructure,A synchronization infrastructure that synchronizes data stored between components in a cloud infrastructure system is described. A first component in the cloud infrastructure system may store subscription information related to a subscription order which may in turn be utilized by a second component in the cloud infrastructure system to orchestrate the provisioning of services and resources for the order placed by the customer. The synchronization architecture utilizes transactionally consistent checkpoints that describe the state of the data stored in the components to synchronize the data between these components.,9734224
9742688,2017-08-22,4,B2,System and method for supporting service resources and feature sets in a cloud platform environment,"In accordance with an embodiment, described herein is a system and method for providing service resources for consumption by an application deployed to a service in a cloud environment. A service definition package (SDP) for the service can specify a dependency on a provider, and include association rules that define actions to be taken with regard to a runtime of the provider. When the service is provisioned, a service resource type which is derived from a provider SDP can be associated with the service. As a result of the association, a service resource can be automatically created from the service resource type in accordance with the association rules, to provide resources for consumption by the application. In accordance with an embodiment, the provider SDP can include a plurality of feature sets associated with different sets of configurable properties, which allows different provider types or service resource types to be created.",9742688
9760358,2017-09-12,10,B2,System and method for test to production support in a cloud platform environment,"In accordance with an embodiment, described herein is a system and method for replicating a source service domain to a target service domain in a cloud computing platform environment. In accordance with an embodiment, the system comprises a cloud platform component provided as an installable software suite within the cloud environment, that supports provisioning of enterprise applications; a test to production (T2P) framework module that includes a plurality of T2P plugins and a PaaS plugin; and a user interface where an administrator or a user can invoke the plugins to replicate a source service domain to a target service domain. The system allows a user to manually customize move plans for service domain configurations based on the requirements of the target service domain, and recreate the configurations in the target service domain in accordance with the customized move plans.",9760358
9767312,2017-09-19,16,B2,System and method for integrating a cloud platform environment with an application server or other environment,"In accordance with an embodiment, described herein is a system and method for integrating a cloud platform with an application server or other environment, for example, a WebLogic environment. A cloud platform runtime including a cloud server can be embedded within an application server container, so that the cloud server domain can execute within the application server domain. An integration bridge and integration components support integration between the cloud server and the application server. Cloud server components can be used as part of the application server domain, including for example, administration, logging and diagnostics, security, and configuration management.",9767312
9767494,2017-09-19,196,B2,Organizing data in a virtual computing infrastructure,"Organizing data in a cloud computing environment having a plurality of computing nodes is described. An authorization to service a request is received. The request may be from a user for launching an instance. In response to receiving the authorization and based on the request, an image list is determined. The image list includes information corresponding to a plurality of machine images. At least one machine image is identified from the image list associated with a functional requirement of the request. The instance is launched at the at least one computing node. The at least one machine image is updated after the instance has been launched.",9767494
9769139,2017-09-19,8,B2,On-premises agent for mobile cloud service,"Systems, devices, and methods are disclosed for an agent device within a company's network firewall to initiate an HTTP connection with a cloud-based gateway and then upgrade the connection to a WebSockets protocol in order to have an interactive session. Over this interactive session, a mobile device, which connects to the cloud-based intermediary, can request data from servers inside the company's firewalls. Because the firewall is traversed using HTTP protocols (with WebSockets), it can be as safe as letting employees browse the web from inside the company's network.",9769139
9781122,2017-10-03,44,B1,Multi-tenant identity and data security management cloud service,"A system provides cloud-based identity and access management. The system receives a request from a client for an identity management service, authenticates the request, and accesses a microservice based on the request. The system determines, based on the request, a tenancy of the client, a tenancy of a user, and a tenancy of a resource. The system retrieves data from the determined tenancies as required to process the request, where the data is retrieved by the microservice using a connection pool that provides connections to the database. The system then performs the identity management service by the appropriate microservice responsible for processing the received request.",9781122
9792338,2017-10-17,250,B2,Role assignments in a cloud infrastructure,"Provisioning, managing and tracking of services provided by a cloud infrastructure system are described. A subscription order request from a customer for services provided by the cloud infrastructure system is received. A separation of roles performed by different customer entities in a customer's organization when the customer subscribes to services in the cloud infrastructure system is determined. The roles relate to providing information about different portions of the subscription order by the customer entities. Upon completion of the assigned roles by the relevant customer entities, the subscription order is provisioned to the customer.",9792338
9807041,2017-10-31,40,B2,System and method for providing a user messaging service for use with a cloud platform environment,"In accordance with an embodiment, described herein is a system and method for providing a user messaging service for use with a cloud computing environment. In accordance with an embodiment, the system includes a notifier component, which receives information describing notifiable events that occur within the cloud environment during the provisioning of the enterprise applications, and communicates the information to a user messaging service at a user messaging server. The user messaging service is configured, according to one or more user communication preferences, to communicate to users, notifications describing the notifiable events, via one or more channels according to the preferences associated with the users. For example, a cloud account user can indicate a preference that status notifications for that user, such as completion of an operation or operational alerts, be communicated via one or more preferred channels, for example email, instant messaging, or social media.",9807041
9817994,2017-11-14,16,B2,System and method for integrating a database with a service deployed on a cloud platform,"Described herein are systems and methods for integrating a database into a cloud computing environment. In accordance with an embodiment, a system includes a service management engine (SME) configured to execute in the cloud environment and to access a provider type including coordinates to a database and authentication information for the database. When a service deployed to the cloud environment requests use of a database, the provider type can trigger creation of the database and a schema for use by the associated provider. In accordance with an embodiment, the provider type can include coordinates to a container database (CDB) and authentication information for the CDB. When a service deployed in the cloud environment requests a database, the provider type can trigger creation, via the CDB, of a pluggable database (PDB), with a schema for use by the service.",9817994
9825964,2017-11-21,48,B2,External platform extensions in a multi-tenant environment,"Enforcing access control to individual extensions of services in a multi-tenant cloud environment by initializing objects for the extension based on public and private configuration files with service access rules that are merged is described. This allows third party vendors to specify payment rules for their own extensions while securely keeping the core extension configuration files. Tenants of the multi-tenant cloud environment can pick and choose which services to purchase, and the cloud environment automates the process of accessing the service using the third-party developer's tenant access list rules.",9825964
9838370,2017-12-05,271,B2,Business attribute driven sizing algorithms,"A cloud infrastructure system includes one or more computing devices and is configured to receive subscription order information related to one or more services subscribed to by a customer of the cloud infrastructure system, the service selected from one or more services provided by the cloud infrastructure system. The cloud infrastructure system receives a set of one or more mapping rules configured to map business attributes to resource provisioning information for one or more of the one or more services provided by the cloud infrastructure system. The cloud infrastructure system determines whether one or more business attributes in the subscription order information satisfy one or more mapping rules in the set of mapping rules and generates resource provisioning information for one or more resources associated with the one or more services based on resource provisioning information in the one or more mapping rules satisfied by the one or more business attributes in the subscription order information.",9838370
9838376,2017-12-05,54,B1,Microservices based multi-tenant identity and data security management cloud service,"A system provides cloud-based identity and access management. The system receives a request for performing an identity management service, where the request includes a call to an application programming interface (“API”) that identifies the identity management service and a microservice configured to perform the identity management service. The system authenticates the request, accesses the microservice, and performs the identity management service by the microservice.",9838376
9838377,2017-12-05,54,B1,Task segregation in a multi-tenant identity and data security management cloud service,"A system provides cloud-based identity and access management. The system receives a request to perform an identity management service, and accesses a microservice based on the identity management service. The system determines one or more real-time tasks and one or more near-real-time tasks that are required to be executed to complete the identity management task. The system synchronously executes the one or more real-time tasks by the microservice, and sends the one or more near-real-time tasks to a queue to be asynchronously executed.",9838377
9843487,2017-12-12,13,B2,System and method for provisioning cloud services using a hybrid service management engine plugin,"Described herein is a system and method for provisioning or controlling services using a hybrid service management engine (SME) plugin. In accordance with an embodiment, SMEs provide a means by which service types can be plugged into a cloud environment. For example, an SME can control a service-specific lifecycle, including provisioning, management, and monitoring of a service type. In accordance with an embodiment, an SME plugin associated with a service type can extend a hybrid SME plugin, to delegate one or more lifecycle operations to be controlled with shell or other scripts. Since a service provider can be associated with an SME that is used for the lifecycle and configuration of its services, the use of a hybrid SME plugin allows shell scripts to be leveraged to assist in the provisioning and control of those services.",9843487
9847905,2017-12-19,7,B2,System and method for identity management providers in a cloud platform environment,"Described herein is a system and method for supporting an identity management provider in a cloud computing environment. In accordance with an embodiment, an identity management (IDM) provider can provide an identity store (e.g., LDAP directory) configuration for use by a cloud platform (e.g., CloudLogic) service. In accordance with an embodiment, the IDM provider can centrally manage one or more identity store configurations, and supply a particular configuration to the orchestration engine when a service is being provisioned, so that the service can then be launched with an appropriate identity store. This allows a platform administrator to specify identity store configurations once and in one place, instead of having to create an identity store configuration for each service.",9847905
9851953,2017-12-26,37,B2,Cloud based editor for generation of interpreted artifacts for mobile runtime,One embodiment is a system that accesses an application development user interface (“UI”) through a browser. The application development UI is hosted by a web-based application development server in a cloud system that provides an application development framework (“ADF”). The system develops the application through the application development UI. The application is developed with the ADF and is configured to be downloaded from a download location in the cloud system. The application is configured to be downloaded on a device as a native application.,9851953
9858174,2018-01-02,86,B2,Updatable native mobile application for testing new features,"For cloud development tools building native mobile applications, it is often useful to test out parts of an application on a physical device. Systems and methods are provide for providing an native application that allows portions of itself to uptake newly developed features allowing rapid testing of these features.",9858174
9871800,2018-01-16,12,B2,System and method for providing application security in a cloud computing environment,"In accordance with an embodiment, described herein is a system and method for providing application security in a cloud computing or other environment. A plurality of hot-spot configurations define API usages which, for security reasons, are of interest to be monitored at runtime, such as invocations of particular methods that are likely to be used to attempt unauthorized access. Upon a user application being received for deployment to the cloud environment, an application compiler determines, for API usages expressed as method invocations within the source code of the application, one or more hot-spot configurations and associated policies or actions. The application compiler can then inject the user application to provide a security manager that, during runtime, monitors the methods and values invoked, and communicates with one or more security extensions to grant or deny access.",9871800
9886254,2018-02-06,6,B2,Incremental provisioning of cloud-based modules,"A method of provisioning cloud-based software may include receiving provisioning information for provisioning a cloud-based software package, and determining modules that are part of the software package. The method may also include identifying a subset of the plurality of modules requiring parameters for provisioning that are included in the provisioning information, and provisioning the first set of modules using at least some of the parameters. The method may additionally include identifying a subset of modules requiring parameters that are not included in the provisioning information, and providing a self-service application configured to receive, at a later time, the parameters that are not included in the provisioning information and provision the second set of modules.",9886254
